DateTime,Temperature,Dew Point,Relative Humidity
7/21/2025 2:10,66.2,60.76,82.77
7/21/2025 2:55,66.2,60.76,82.77
7/21/2025 3:45,66.2,60.76,82.77
7/21/2025 4:30,66.2,60.76,82.77
7/21/2025 5:05,66.2,60.76,82.77
7/21/2025 5:53,66.02,60.04,81.19
7/21/2025 6:38,66.02,60.04,81.19
7/21/2025 7:20,64.4,60.78,88.11
7/21/2025 8:05,64.4,60.78,88.11
7/21/2025 8:50,66.2,60.76,82.77
7/21/2025 9:45,66.2,60.76,82.77
7/21/2025 10:30,68,58.96,72.97
7/21/2025 11:15,69.8,58.96,68.61
7/21/2025 12:00,69.8,58.96,68.61
7/21/2025 12:50,69.8,60.76,73.15
7/21/2025 13:35,71.6,60.76,68.81
7/21/2025 14:20,69.8,60.76,73.15
7/21/2025 15:05,69.8,62.56,77.94
7/21/2025 15:53,69.98,60.94,73.16
7/21/2025 16:35,71.6,60.76,68.81
7/21/2025 17:20,69.8,60.76,73.15
7/21/2025 18:05,69.8,60.76,73.15
7/21/2025 18:53,68,60.04,75.83
7/21/2025 19:40,66.2,60.76,82.77
7/21/2025 20:25,66.2,60.76,82.77
7/21/2025 21:10,64.4,60.78,88.11
7/21/2025 21:55,64.4,60.78,88.11
7/21/2025 22:40,66.2,58.96,77.64
7/21/2025 23:25,66.2,58.96,77.64
7/22/2025 0:10,66.2,58.96,77.64
7/22/2025 0:55,64.4,58.96,82.65
7/22/2025 1:45,64.4,58.96,82.65
7/22/2025 2:30,64.4,58.96,82.65
7/22/2025 3:10,64.4,58.96,82.65
7/22/2025 3:55,64.4,60.78,88.11
7/22/2025 4:45,64.4,60.78,88.11
7/22/2025 5:30,64.4,60.78,88.11
7/22/2025 6:15,64.4,60.78,88.11
7/22/2025 7:00,64.4,60.78,88.11
7/22/2025 7:50,64.4,60.78,88.11
7/22/2025 8:35,66.2,60.76,82.77
7/22/2025 9:15,66.2,60.76,82.77
7/22/2025 10:00,68,60.76,77.79
7/22/2025 10:50,69.8,60.76,73.15
7/22/2025 11:35,71.6,60.76,68.81
7/22/2025 12:20,71.6,60.76,68.81
7/22/2025 13:05,71.6,60.76,68.81
7/22/2025 13:53,71.96,60.94,68.41
7/22/2025 14:40,71.6,60.76,68.81
7/22/2025 15:25,71.6,60.76,68.81
7/22/2025 16:10,71.6,60.76,68.81
7/22/2025 16:53,69.98,60.94,73.16
7/22/2025 17:35,69.8,60.76,73.15
7/22/2025 18:20,69.8,60.76,73.15
7/22/2025 19:03,66.92,60.94,81.25
7/22/2025 19:50,66.2,60.76,82.77
7/22/2025 20:35,66.2,60.76,82.77
7/22/2025 21:20,64.4,60.78,88.11
7/22/2025 22:05,64.4,58.96,82.65
7/22/2025 22:53,64.04,58.96,83.69
7/22/2025 23:40,62.6,58.98,88.02
7/23/2025 0:25,62.6,57.16,82.52
7/23/2025 1:10,62.6,57.16,82.52
7/23/2025 1:55,62.6,57.16,82.52
7/23/2025 2:45,62.6,57.16,82.52
7/23/2025 3:25,62.6,57.16,82.52
7/23/2025 4:10,62.6,57.16,82.52
7/23/2025 4:53,62.96,57.88,83.62
7/23/2025 5:35,64.4,57.16,77.48
7/23/2025 6:20,64.4,57.16,77.48
7/23/2025 7:05,64.4,57.16,77.48
7/23/2025 7:53,64.94,58.96,81.11
7/23/2025 8:40,66.2,58.96,77.64
7/23/2025 9:25,66.2,58.96,77.64
7/23/2025 10:10,68,57.15,68.41
7/23/2025 10:55,69.8,57.15,64.32
7/23/2025 11:40,71.6,58.96,64.54
7/23/2025 12:25,71.6,58.96,64.54
7/23/2025 13:10,73.4,57.16,56.95
7/23/2025 13:55,71.6,57.16,60.51
7/23/2025 14:45,71.6,57.16,60.51
7/23/2025 15:30,71.6,57.16,60.51
7/23/2025 16:15,71.6,58.96,64.54
7/23/2025 17:00,69.8,58.96,68.61
7/23/2025 17:50,69.8,60.76,73.15
7/23/2025 18:35,68,60.76,77.79
7/23/2025 19:20,66.2,60.76,82.77
7/23/2025 20:05,64.4,60.78,88.11
7/23/2025 20:53,64.94,58.96,81.11
7/23/2025 21:40,64.4,60.78,88.11
7/23/2025 22:25,64.4,60.78,88.11
7/23/2025 23:10,64.4,60.78,88.11
7/23/2025 23:55,64.4,60.78,88.11
7/24/2025 0:45,64.4,60.78,88.11
7/24/2025 1:30,64.4,60.78,88.11
7/24/2025 2:15,62.6,60.78,93.84
7/24/2025 3:00,62.6,60.78,93.84
7/24/2025 3:50,62.6,60.78,93.84
7/24/2025 4:35,62.6,60.78,93.84
7/24/2025 5:15,62.6,58.98,88.02
7/24/2025 6:00,62.6,58.98,88.02
7/24/2025 6:45,62.6,58.98,88.02
7/24/2025 7:30,64.4,60.78,88.11
7/24/2025 8:15,66.2,58.96,77.64
7/24/2025 9:00,68,58.96,72.97
7/24/2025 9:45,69.8,58.96,68.61
7/24/2025 10:30,71.6,60.76,68.81
7/24/2025 11:15,71.6,60.76,68.81
7/24/2025 12:00,71.6,60.76,68.81
7/24/2025 12:50,71.6,60.76,68.81
7/24/2025 13:35,71.6,60.76,68.81
7/24/2025 14:20,71.6,60.76,68.81
7/24/2025 15:05,71.6,58.96,64.54
7/24/2025 15:53,69.98,58.96,68.19
7/24/2025 16:40,69.8,58.96,68.61
7/24/2025 17:25,69.8,60.76,73.15
7/24/2025 18:10,68,58.96,72.97
7/24/2025 18:55,66.2,57.15,72.78
7/24/2025 19:45,64.4,57.16,77.48
7/24/2025 20:30,64.4,57.16,77.48
7/24/2025 21:15,64.4,57.16,77.48
7/24/2025 22:00,64.4,58.96,82.65
7/24/2025 22:50,64.4,58.96,82.65
7/24/2025 23:35,64.4,60.78,88.11
7/25/2025 0:20,64.4,60.78,88.11
7/25/2025 1:05,64.4,58.96,82.65
7/25/2025 1:53,64.04,60.06,86.98
7/25/2025 2:40,64.4,60.78,88.11
7/25/2025 3:25,62.6,58.98,88.02
7/25/2025 4:05,62.6,58.98,88.02
7/25/2025 4:53,62.06,57.88,86.31
7/25/2025 5:40,62.6,57.16,82.52
7/25/2025 6:25,62.6,57.16,82.52
7/25/2025 7:10,62.6,58.98,88.02
7/25/2025 7:55,64.4,58.96,82.65
7/25/2025 8:40,66.2,57.15,72.78
7/25/2025 9:25,66.2,57.15,72.78
7/25/2025 10:05,68,57.15,68.41
7/25/2025 10:53,71.06,57.88,63.24
7/25/2025 11:40,71.6,57.16,60.51
7/25/2025 12:25,71.6,57.16,60.51
7/25/2025 13:10,71.6,57.16,60.51
7/25/2025 13:55,71.6,57.16,60.51
7/25/2025 14:45,71.6,57.16,60.51
7/25/2025 15:30,71.6,57.16,60.51
7/25/2025 16:15,69.8,57.15,64.32
7/25/2025 17:00,69.8,58.96,68.61
7/25/2025 17:50,68,57.15,68.41
7/25/2025 18:35,66.2,57.15,72.78
7/25/2025 19:20,66.2,57.15,72.78
7/25/2025 20:05,64.4,57.16,77.48
7/25/2025 20:53,64.04,56.98,77.95
7/25/2025 21:40,64.4,57.16,77.48
7/25/2025 22:25,64.4,57.16,77.48
7/25/2025 23:10,62.6,57.16,82.52
7/25/2025 23:55,62.6,57.16,82.52
7/26/2025 0:45,62.6,57.16,82.52
7/26/2025 1:25,62.6,57.16,82.52
7/26/2025 2:05,62.6,57.16,82.52
7/26/2025 2:55,62.6,57.16,82.52
7/26/2025 3:45,64.4,57.16,77.48
7/26/2025 4:30,64.4,57.16,77.48
7/26/2025 5:15,64.4,57.16,77.48
7/26/2025 6:00,64.4,57.16,77.48
7/26/2025 6:50,64.4,55.35,72.6
7/26/2025 7:35,66.2,55.35,68.2
7/26/2025 8:20,66.2,55.35,68.2
7/26/2025 9:05,66.2,55.35,68.2
7/26/2025 9:53,66.92,55.89,67.84
7/26/2025 10:40,68,55.35,64.1
7/26/2025 11:20,69.8,55.35,60.27
7/26/2025 12:05,71.6,55.36,56.7
7/26/2025 12:53,69.98,55.89,61.08
7/26/2025 13:40,71.6,55.36,56.7
7/26/2025 14:25,73.4,55.36,53.36
7/26/2025 15:10,71.6,55.36,56.7
7/26/2025 15:55,69.8,55.35,60.27
7/26/2025 16:45,69.8,57.15,64.32
7/26/2025 17:30,69.8,57.15,64.32
7/26/2025 18:15,66.2,57.15,72.78
7/26/2025 19:00,66.2,57.15,72.78
7/26/2025 19:50,64.4,58.96,82.65
7/26/2025 20:35,64.4,58.96,82.65
7/26/2025 21:20,62.6,57.16,82.52
7/26/2025 22:05,62.6,57.16,82.52
7/26/2025 22:53,62.96,58.98,86.92
7/26/2025 23:40,62.6,58.98,88.02
7/27/2025 0:25,62.6,58.98,88.02
7/27/2025 1:10,62.6,58.98,88.02
7/27/2025 1:55,62.6,58.98,88.02
7/27/2025 2:45,62.6,57.16,82.52
7/27/2025 3:30,62.6,57.16,82.52
7/27/2025 4:15,62.6,57.16,82.52
7/27/2025 5:00,62.6,57.16,82.52
7/27/2025 5:45,62.6,57.16,82.52
7/27/2025 6:30,64.4,57.16,77.48
7/27/2025 7:15,64.4,57.16,77.48
7/27/2025 8:00,64.4,57.16,77.48
7/27/2025 8:45,66.2,57.15,72.78
7/27/2025 9:30,66.2,57.15,72.78
7/27/2025 10:15,69.8,57.15,64.32
7/27/2025 11:00,71.6,57.16,60.51
7/27/2025 11:50,71.6,57.16,60.51
7/27/2025 12:35,71.6,57.16,60.51
7/27/2025 13:20,71.6,57.16,60.51
7/27/2025 14:05,71.6,57.16,60.51
7/27/2025 14:53,71.06,58.96,65.73
7/27/2025 15:40,69.8,57.15,64.32
7/27/2025 16:25,69.8,57.15,64.32
7/27/2025 17:10,69.8,58.96,68.61
7/27/2025 17:55,68,58.96,72.97
7/27/2025 18:45,66.2,58.96,77.64
7/27/2025 19:30,64.4,58.96,82.65
7/27/2025 20:15,64.4,57.16,77.48
7/27/2025 21:00,64.4,57.16,77.48
7/27/2025 21:50,64.4,57.16,77.48
7/27/2025 22:35,64.4,60.78,88.11
7/27/2025 23:20,62.6,60.78,93.84
7/28/2025 0:05,64.4,60.78,88.11
7/28/2025 0:53,64.04,60.06,86.98
7/28/2025 1:40,62.6,57.16,82.52
7/28/2025 2:25,62.6,58.98,88.02
7/28/2025 3:05,62.6,58.98,88.02
7/28/2025 3:53,62.96,58.98,86.92
7/28/2025 4:40,62.6,58.98,88.02
7/28/2025 5:25,64.4,57.16,77.48
7/28/2025 6:10,64.4,57.16,77.48
7/28/2025 6:55,64.4,57.16,77.48
7/28/2025 7:40,64.4,57.16,77.48
7/28/2025 8:25,66.2,57.15,72.78
7/28/2025 9:10,66.2,57.15,72.78
7/28/2025 9:55,68,58.96,72.97
7/28/2025 10:45,69.8,58.96,68.61
7/28/2025 11:25,71.6,58.96,64.54
7/28/2025 12:10,73.4,58.96,60.75
7/28/2025 12:55,73.4,58.96,60.75
7/28/2025 13:45,71.6,58.96,64.54
7/28/2025 14:30,71.6,58.96,64.54
7/28/2025 15:15,71.6,58.96,64.54
7/28/2025 16:00,69.8,58.96,68.61
7/28/2025 16:50,69.8,58.96,68.61
7/28/2025 17:35,68,58.96,72.97
7/28/2025 18:20,66.2,58.96,77.64
7/28/2025 19:00,64.4,60.78,88.11
7/28/2025 19:50,64.4,58.96,82.65
7/28/2025 20:35,64.4,58.96,82.65
7/28/2025 21:20,62.6,58.98,88.02
7/28/2025 22:00,64.4,58.96,82.65
7/28/2025 22:50,62.6,58.98,88.02
7/28/2025 23:35,62.6,58.98,88.02
7/29/2025 0:20,64.4,58.96,82.65
7/29/2025 1:05,64.4,58.96,82.65
7/29/2025 1:53,62.96,58.98,86.92
7/29/2025 2:40,62.6,60.78,93.84
7/29/2025 3:20,62.6,60.78,93.84
7/29/2025 4:05,62.6,58.98,88.02
7/29/2025 4:50,62.6,58.98,88.02
7/29/2025 5:30,62.6,58.98,88.02
7/29/2025 6:15,64.4,58.96,82.65
7/29/2025 7:00,64.4,58.96,82.65
7/29/2025 7:50,64.4,58.96,82.65
7/29/2025 8:35,64.4,58.96,82.65
7/29/2025 9:15,66.2,58.96,77.64
7/29/2025 10:00,69.8,60.76,73.15
7/29/2025 10:50,71.6,60.76,68.81
7/29/2025 11:35,69.8,60.76,73.15
7/29/2025 12:20,71.6,60.76,68.81
7/29/2025 13:05,71.6,60.76,68.81
7/29/2025 13:53,71.06,60.04,68.31
7/29/2025 14:35,71.6,60.76,68.81
7/29/2025 15:15,71.6,60.76,68.81
7/29/2025 16:00,69.8,60.76,73.15
7/29/2025 16:50,69.8,60.76,73.15
7/29/2025 17:35,69.8,60.76,73.15
7/29/2025 18:20,68,60.76,77.79
7/29/2025 19:00,66.2,60.76,82.77
7/29/2025 19:45,64.4,58.96,82.65
7/29/2025 20:30,64.4,58.96,82.65
7/29/2025 21:15,64.4,60.78,88.11
7/29/2025 22:00,64.4,60.78,88.11
7/29/2025 22:50,64.4,60.78,88.11
7/29/2025 23:35,64.4,60.78,88.11
7/30/2025 0:20,64.4,60.78,88.11
7/30/2025 1:05,64.4,60.78,88.11
7/30/2025 1:53,64.04,60.06,86.98
7/30/2025 2:40,64.4,60.78,88.11
7/30/2025 3:25,64.4,60.78,88.11
7/30/2025 4:10,64.4,60.78,88.11
7/30/2025 4:55,64.4,60.78,88.11
7/30/2025 5:45,64.4,60.78,88.11
7/30/2025 6:30,64.4,60.78,88.11
7/30/2025 7:15,64.4,60.78,88.11
7/30/2025 8:00,66.2,60.76,82.77
7/30/2025 8:50,69.8,60.76,73.15
7/30/2025 9:35,69.8,60.76,73.15
7/30/2025 10:20,73.4,60.78,64.76
7/30/2025 11:05,73.4,60.78,64.76
7/30/2025 11:53,71.96,60.94,68.41
7/30/2025 12:40,71.6,60.76,68.81
7/30/2025 13:25,71.6,60.76,68.81
7/30/2025 14:10,73.4,60.78,64.76
7/30/2025 14:55,73.4,62.58,69.01
7/30/2025 15:45,71.6,60.76,68.81
7/30/2025 16:30,71.6,60.76,68.81
7/30/2025 17:15,71.6,58.96,64.54
7/30/2025 18:00,69.8,58.96,68.61
7/30/2025 18:50,69.8,60.76,73.15
7/30/2025 19:35,66.2,60.76,82.77
7/30/2025 20:20,66.2,60.76,82.77
7/30/2025 21:05,66.2,58.96,77.64
7/30/2025 21:53,66.02,57.88,75.16
7/30/2025 22:40,64.4,57.16,77.48
7/30/2025 23:25,66.2,60.76,82.77
7/31/2025 0:10,64.4,58.96,82.65
7/31/2025 0:55,64.4,60.78,88.11
7/31/2025 1:45,64.4,60.78,88.11
7/31/2025 2:30,62.6,60.78,93.84
7/31/2025 3:15,62.6,60.78,93.84
7/31/2025 4:00,62.6,60.78,93.84
7/31/2025 4:45,62.6,60.78,93.84
7/31/2025 5:30,62.6,60.78,93.84
7/31/2025 6:15,62.6,60.78,93.84
7/31/2025 7:00,64.4,60.78,88.11
7/31/2025 7:50,66.2,60.76,82.77
7/31/2025 8:35,68,60.76,77.79
7/31/2025 9:20,69.8,60.76,73.15
7/31/2025 10:05,69.8,60.76,73.15
7/31/2025 10:53,69.98,60.94,73.16
7/31/2025 11:40,71.6,60.76,68.81
7/31/2025 12:25,71.6,60.76,68.81
7/31/2025 13:10,73.4,60.78,64.76
7/31/2025 13:55,71.6,60.76,68.81
7/31/2025 14:45,71.6,60.76,68.81
7/31/2025 15:30,71.6,60.76,68.81
7/31/2025 16:15,71.6,60.76,68.81
7/31/2025 17:00,71.6,60.76,68.81
7/31/2025 17:45,69.8,60.76,73.15
7/31/2025 18:30,69.8,60.76,73.15
7/31/2025 19:15,68,58.96,72.97
